1000, 0.04299, 0.005
2000, 0.03826, 0.005
3000, 0.03680, 0.005
4000, 0.03719, 0.005
5000, 0.03727, 0.005
6000, 0.03543, 0.005
7000, 0.03655, 0.005
8000, 0.03386, 0.005
9000, 0.03581, 0.005
10000, 0.03470, 0.005
11000, 0.03624, 0.02
12000, 0.03510, 0.02
13000, 0.03552, 0.02
14000, 0.03375, 0.02
15000, 0.03421, 0.02
16000, 0.03442, 0.02
17000, 0.03210, 0.02
18000, 0.03267, 0.02
19000, 0.03220, 0.02
20000, 0.03184, 0.02
21000, 0.03238, 0.02
22000, 0.03192, 0.02
23000, 0.03120, 0.02
24000, 0.03007, 0.02
25000, 0.03032, 0.02
26000, 0.03065, 0.02
27000, 0.02893, 0.02
28000, 0.02939, 0.02
29000, 0.02962, 0.02
30000, 0.02838, 0.02
31000, 0.02984, 0.02
32000, 0.02881, 0.02
33000, 0.02850, 0.02
34000, 0.02807, 0.02
35000, 0.02938, 0.02
36000, 0.02787, 0.02
37000, 0.02755, 0.02
38000, 0.02725, 0.02
39000, 0.02686, 0.02
40000, 0.02752, 0.02
41000, 0.02825, 0.02
42000, 0.02689, 0.02
43000, 0.02679, 0.02
44000, 0.02695, 0.02
45000, 0.02663, 0.02
46000, 0.02677, 0.02
47000, 0.02720, 0.02
48000, 0.02672, 0.02
49000, 0.02646, 0.02
50000, 0.02787, 0.02
51000, 0.02670, 0.02
52000, 0.02809, 0.02
53000, 0.02709, 0.02
54000, 0.02553, 0.02
55000, 0.02608, 0.02
56000, 0.02577, 0.02
57000, 0.02667, 0.02
58000, 0.02569, 0.02
59000, 0.02518, 0.02
60000, 0.02609, 0.02
61000, 0.02541, 0.02
62000, 0.02582, 0.02
63000, 0.02606, 0.02
64000, 0.02479, 0.02
65000, 0.02587, 0.02
66000, 0.02612, 0.02
67000, 0.02401, 0.02
68000, 0.02563, 0.02
69000, 0.02516, 0.02
70000, 0.02406, 0.02
71000, 0.02490, 0.02
72000, 0.02409, 0.02
73000, 0.02493, 0.02
74000, 0.02437, 0.02
75000, 0.02478, 0.02
76000, 0.02388, 0.02
77000, 0.02389, 0.02
78000, 0.02359, 0.02
79000, 0.02375, 0.02
80000, 0.02278, 0.02
81000, 0.02360, 0.02
82000, 0.02420, 0.02
83000, 0.02359, 0.02
84000, 0.02352, 0.02
85000, 0.02335, 0.02
86000, 0.02292, 0.02
87000, 0.02283, 0.02
88000, 0.02271, 0.02
89000, 0.02323, 0.02
90000, 0.02356, 0.02
91000, 0.02258, 0.02
92000, 0.02384, 0.02
93000, 0.02282, 0.02
94000, 0.02246, 0.02
95000, 0.02230, 0.02
96000, 0.02312, 0.02
97000, 0.02177, 0.02
98000, 0.02158, 0.02
99000, 0.02137, 0.02
100000, 0.02242, 0.02
101000, 0.02138, 0.02
102000, 0.02211, 0.02
103000, 0.02203, 0.02
104000, 0.02204, 0.02
105000, 0.02171, 0.02
106000, 0.02208, 0.02
107000, 0.02216, 0.02
108000, 0.02052, 0.02
109000, 0.02240, 0.02
110000, 0.02154, 0.02
111000, 0.02081, 0.02
112000, 0.02104, 0.02
113000, 0.02067, 0.02
114000, 0.02161, 0.02
115000, 0.02163, 0.02
116000, 0.02146, 0.02
117000, 0.02080, 0.02
118000, 0.02069, 0.02
119000, 0.02046, 0.02
120000, 0.02102, 0.02
121000, 0.02101, 0.02
122000, 0.02072, 0.02
123000, 0.02209, 0.02
124000, 0.02069, 0.02
125000, 0.02207, 0.02
126000, 0.02119, 0.02
127000, 0.02030, 0.02
128000, 0.02007, 0.02
129000, 0.02153, 0.02
130000, 0.02061, 0.02
131000, 0.02067, 0.02
132000, 0.02039, 0.02
133000, 0.02107, 0.02
134000, 0.02050, 0.02
135000, 0.02038, 0.02
136000, 0.01966, 0.02
137000, 0.02029, 0.02
138000, 0.02057, 0.02
139000, 0.01906, 0.02
140000, 0.02014, 0.02
141000, 0.02069, 0.02
142000, 0.01965, 0.02
143000, 0.02031, 0.02
144000, 0.01923, 0.02
145000, 0.02053, 0.02
146000, 0.01947, 0.02
147000, 0.01877, 0.02
148000, 0.02107, 0.02
149000, 0.01986, 0.02
150000, 0.01962, 0.02
151000, 0.01987, 0.02
152000, 0.02002, 0.02
153000, 0.02084, 0.02
154000, 0.01928, 0.02
155000, 0.01990, 0.02
156000, 0.01998, 0.02
157000, 0.01968, 0.02
158000, 0.01925, 0.02
159000, 0.01920, 0.02
160000, 0.02095, 0.02
161000, 0.01895, 0.02
162000, 0.01954, 0.02
163000, 0.01938, 0.02
164000, 0.01878, 0.02
165000, 0.01890, 0.02
166000, 0.01935, 0.02
167000, 0.01886, 0.02
168000, 0.01979, 0.02
169000, 0.01914, 0.02
170000, 0.01878, 0.02
171000, 0.01912, 0.02
172000, 0.01837, 0.02
173000, 0.01915, 0.02
174000, 0.01874, 0.02
175000, 0.01881, 0.02
176000, 0.01938, 0.02
177000, 0.01878, 0.02
178000, 0.01917, 0.02
179000, 0.01873, 0.02
180000, 0.01828, 0.02
181000, 0.01847, 0.02
182000, 0.01790, 0.02
183000, 0.01851, 0.02
184000, 0.01878, 0.02
185000, 0.01861, 0.02
186000, 0.01778, 0.02
187000, 0.01936, 0.02
188000, 0.01934, 0.02
189000, 0.01992, 0.02
190000, 0.01884, 0.02
191000, 0.01866, 0.02
192000, 0.01850, 0.02
193000, 0.01790, 0.02
194000, 0.01891, 0.02
195000, 0.01828, 0.02
196000, 0.01859, 0.02
197000, 0.01845, 0.02
198000, 0.01916, 0.02
199000, 0.01850, 0.02
200000, 0.01748, 0.02
201000, 0.01831, 0.02
202000, 0.01741, 0.02
203000, 0.01716, 0.02
204000, 0.01810, 0.02
205000, 0.01822, 0.02
206000, 0.01751, 0.02
207000, 0.01824, 0.02
208000, 0.01815, 0.02
209000, 0.01747, 0.02
210000, 0.01803, 0.02
211000, 0.01819, 0.02
212000, 0.01747, 0.02
213000, 0.01701, 0.02
214000, 0.01823, 0.02
215000, 0.01788, 0.02
216000, 0.01781, 0.02
217000, 0.01788, 0.02
218000, 0.01753, 0.02
219000, 0.01785, 0.02
220000, 0.01796, 0.02
221000, 0.01796, 0.02
222000, 0.01779, 0.02
223000, 0.01827, 0.02
224000, 0.01751, 0.02
225000, 0.01808, 0.02
226000, 0.01748, 0.02
227000, 0.01854, 0.02
228000, 0.01724, 0.02
229000, 0.01761, 0.02
230000, 0.01728, 0.02
231000, 0.01836, 0.02
232000, 0.01758, 0.02
233000, 0.01750, 0.02
234000, 0.01807, 0.02
235000, 0.01794, 0.02
236000, 0.01785, 0.02
237000, 0.01783, 0.02
238000, 0.01698, 0.02
239000, 0.01675, 0.02
240000, 0.01681, 0.02
241000, 0.01829, 0.02
242000, 0.01748, 0.02
243000, 0.01757, 0.02
244000, 0.01687, 0.02
245000, 0.01658, 0.02
246000, 0.01679, 0.02
247000, 0.01797, 0.02
248000, 0.01704, 0.02
249000, 0.01663, 0.02
250000, 0.01772, 0.02
251000, 0.01712, 0.02
252000, 0.01724, 0.02
253000, 0.01671, 0.02
254000, 0.01683, 0.02
255000, 0.01693, 0.02
256000, 0.01721, 0.02
257000, 0.01679, 0.02
258000, 0.01702, 0.02
259000, 0.01712, 0.02
260000, 0.01603, 0.02
261000, 0.01731, 0.02
262000, 0.01694, 0.02
263000, 0.01639, 0.02
264000, 0.01667, 0.02
265000, 0.01601, 0.02
266000, 0.01675, 0.02
267000, 0.01643, 0.02
268000, 0.01768, 0.02
269000, 0.01678, 0.02
270000, 0.01750, 0.02
271000, 0.01823, 0.02
272000, 0.01641, 0.02
273000, 0.01696, 0.02
274000, 0.01715, 0.02
275000, 0.01728, 0.02
276000, 0.01710, 0.02
277000, 0.01668, 0.02
278000, 0.01760, 0.02
279000, 0.01589, 0.02
280000, 0.01606, 0.02
281000, 0.01659, 0.02
282000, 0.01747, 0.02
283000, 0.01639, 0.02
284000, 0.01668, 0.02
